feature_id	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa	Colon_Transverse_Muscularis	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Liver_Hepatocyte	Liver_Mixed_Cell	Liver_Portal_Tract	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pancreas_Acini	Pancreas_Islets	Pancreas_Mixed_Cell	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Mixed_Cell	Spleen	Stomach	Stomach_Mixed_Cell	Stomach_Mucosa	Stomach_Muscularis	Testis	Thyroid	Uterus	Vagina	Whole_Blood
expr::EIF1AX	41.352200	39.525700	24.264900	44.401300	42.859500	49.377800	34.962800	23.829700	28.542700	23.565100	83.651100	53.233100	25.574100	41.316400	21.766500	26.264800	23.644700	20.522500	44.748000	26.308200	41.780500	60.674700	53.803500	52.923700	55.550000	39.151800	29.979800	25.050400	17.069500	34.859700	35.133700	34.337100	34.768900	56.977600	17.835700	13.148600	17.041200	25.003100	16.580100	16.718300	17.611500	44.202500	38.814400	29.774600	39.350000	46.937200	72.463900	15.627500	13.817600	23.219900	14.662900	27.239300	31.248600	40.101800	36.399100	29.851600	27.583000	27.172400	21.798500	27.110700	25.394100	19.133400	36.062600	24.367200	38.727100	71.326400	57.928100	4.358120
expr::EIF4A2	355.404000	400.155000	362.474000	626.876000	567.329000	644.159000	558.536000	293.374000	451.399000	367.520000	1031.830000	707.763000	447.080000	685.256000	286.367000	414.774000	436.909000	288.555000	320.731000	244.657000	405.319000	368.059000	440.088000	573.548000	695.581000	566.785000	359.820000	268.506000	198.773000	448.140000	467.122000	312.258000	460.584000	631.539000	210.781000	177.930000	193.085000	247.075000	135.633000	152.079000	153.119000	446.664000	435.929000	315.159000	462.547000	431.110000	935.681000	238.243000	265.329000	339.366000	274.402000	649.891000	427.284000	325.371000	263.211000	367.369000	571.979000	343.558000	350.622000	334.990000	359.609000	252.016000	464.920000	277.932000	472.018000	661.449000	522.528000	64.419500
expr::ELL	23.750800	23.281300	10.113100	25.668400	19.479400	24.869800	19.472000	3.746470	4.944400	6.210670	22.496000	25.116900	7.200560	6.603420	4.053820	5.563500	6.585080	5.367000	5.653850	3.978200	22.574100	19.052000	30.228000	21.669600	26.795900	16.518500	15.139500	14.113900	11.857000	15.462600	16.519400	14.746600	16.505300	22.967100	8.861300	4.464660	10.556900	19.113800	8.482120	8.844710	7.586570	30.141600	29.655600	13.965700	14.154200	22.098800	23.653400	6.810910	6.809570	8.478620	6.030960	21.049200	18.472000	23.640900	26.404200	21.898000	32.055100	24.114000	31.641000	12.154100	12.403300	8.258650	17.980400	76.427300	18.634500	26.121500	21.791900	62.085200
expr::EML4	24.142100	23.096900	29.015900	30.544600	34.805300	22.765300	23.668400	4.574440	4.514260	6.566480	13.156900	13.261300	5.316890	5.402600	4.584660	6.298050	5.539000	5.098880	7.629290	5.322810	24.452100	40.392100	43.583500	21.587400	24.441500	17.966000	27.724800	29.361300	32.199500	17.027000	14.566200	18.480700	15.861200	26.019300	6.926280	2.921820	15.585900	23.789400	21.090400	20.784300	19.019900	73.513600	54.990900	28.363500	2.726960	25.100000	29.070200	17.631600	18.867200	21.965200	16.082600	21.359800	23.263500	38.836500	42.008400	46.529100	110.072000	57.164200	61.222400	22.904800	23.217800	20.166200	13.144000	34.211600	38.641200	27.044000	23.683300	15.186800
expr::EP300	36.900800	27.930300	25.668100	32.488600	33.227900	44.596800	40.636200	7.598760	9.012470	9.724540	41.465600	52.101300	15.567600	11.563500	8.434910	9.750310	10.712700	8.274350	12.518200	8.283750	32.864500	36.649100	42.252200	38.222900	47.254300	35.247500	27.276400	19.176000	16.983400	24.271700	37.241500	30.709600	36.088000	43.886700	11.489900	8.909410	10.613500	19.430300	9.598750	7.212340	7.370870	26.614500	36.298300	29.689400	18.878400	45.470500	48.423100	10.787400	7.368490	13.434900	6.738240	32.795000	31.862200	37.612700	41.364500	33.020000	37.165000	22.900800	33.533900	22.662200	17.478200	11.213500	22.773500	53.655200	45.177500	49.221200	37.195500	13.253600
expr::EPAS1	434.868000	411.933000	70.107000	411.755000	479.738000	579.322000	163.591000	40.143600	44.146100	47.208800	19.037300	27.292400	55.765300	45.062500	39.814200	41.404300	38.455300	49.684600	42.040700	51.309700	341.693000	131.831000	1.409380	87.624600	138.762000	72.965800	75.032800	64.125900	42.455300	33.949400	108.609000	74.915400	110.227000	173.564000	115.039000	84.596300	110.234000	143.454000	60.625900	50.799000	64.264700	162.163000	1036.740000	74.892500	37.662200	157.535000	69.918300	34.283300	17.800600	49.229200	25.559300	59.689100	140.235000	69.597900	90.906600	99.311000	51.932000	79.434300	102.151000	67.766700	59.641400	36.428000	50.916600	41.397000	357.536000	203.277000	98.985300	2.278450
expr::EPHA7	0.260062	0.046214	0.032724	0.175695	0.245819	0.291652	6.792730	0.895729	1.564510	3.245610	7.163170	6.560930	1.170550	1.796190	1.625820	1.123090	4.736690	2.281100	0.486713	0.581709	0.249853	0.009650	0.004465	1.149940	1.488930	18.746000	6.691610	5.054640	0.251724	27.918100	20.774100	0.098747	34.247800	0.665527	1.529700	0.328920	0.906428	1.128280	0.018680	0.004875	0.004291	0.487437	0.173535	1.526760	0.047488	0.612616	0.684463	0.030454	0.013704	0.071862	0.017320	1.020390	4.973100	0.182916	0.196457	0.581917	0.356894	0.594044	2.485950	0.788666	5.452590	0.180225	40.975000	0.858004	0.094054	0.342435	1.722070	0.003848
expr::EPHB1	0.619729	0.498008	0.480800	0.628983	0.933573	1.695600	0.832538	5.926730	5.546020	12.212700	37.059100	27.496700	8.248210	8.020860	4.213520	3.897900	6.573230	11.649500	1.347570	1.334000	1.501310	1.020120	8.987670	1.015500	2.921710	3.064070	0.730745	0.460660	0.028365	1.718080	0.312193	0.191987	0.241075	2.159600	0.120416	0.115211	0.276769	1.486590	0.667266	1.567810	1.705490	1.030830	0.325264	0.639126	2.155560	0.908080	0.454920	0.040456	0.013271	0.212096	0.037062	1.545880	1.163530	6.508030	6.994230	0.432067	0.368122	0.353580	1.156280	0.206659	0.285545	0.039880	1.275610	10.877600	4.000220	1.226060	0.837855	0.766864
expr::ERBB2	14.897400	15.872600	5.702730	86.652500	57.321900	66.638900	44.543400	7.692600	6.169910	9.053800	3.624610	5.498160	6.615430	5.045470	4.875510	4.760600	9.531930	6.726330	5.243740	6.888430	36.016100	36.888200	4.579560	66.554900	54.102000	32.565200	51.856900	68.914100	72.581400	23.832200	36.413700	112.827000	34.243500	51.126000	38.147100	21.172100	53.786000	92.285600	13.614600	6.153370	7.056560	40.868400	48.889300	85.579400	11.130600	133.034000	39.561800	18.706700	18.326600	6.270020	19.287100	17.565300	85.980700	112.355000	120.132000	45.273600	8.784490	48.013200	9.210370	35.506100	36.210900	32.866000	22.797900	22.262900	100.207000	48.473500	79.214100	1.380330
expr::ERBB3	0.919804	1.857890	0.631559	0.682738	3.635940	1.304760	16.309800	12.318700	5.101150	12.366600	2.711770	3.557980	7.844690	6.757090	18.523300	9.848980	7.383980	15.422300	51.501400	19.792400	18.816300	0.135399	0.073922	33.549100	12.654100	21.270100	45.845900	78.365100	94.688700	16.416900	14.947100	65.017500	14.923900	6.586820	4.040150	0.855848	16.291200	16.118800	35.156000	44.003800	36.626000	59.479600	19.587000	63.430900	0.601705	123.574000	1.093530	20.889300	21.126800	7.570100	18.908800	2.112560	42.616500	70.131300	76.176100	42.336800	1.927870	34.880400	0.180742	48.788400	60.600300	57.675100	10.145800	2.913610	10.570400	2.431470	45.608200	0.083158
expr::ERBB4	0.188988	0.371956	0.035437	9.082870	2.034130	2.905280	0.156141	6.517110	9.062770	7.605960	9.022880	7.027070	5.464580	8.067730	4.176060	4.497080	6.872250	5.778560	2.373780	4.336940	1.405040	0.010212	0.009266	0.155097	0.270727	0.115954	0.050642	0.042459	0.022620	0.040826	0.101647	0.035487	0.067331	1.018990	2.162640	0.789294	2.100700	2.131890	0.013817	0.000000	0.004994	0.174703	0.924655	3.035260	0.764003	1.213180	0.133106	0.323920	0.226605	0.355356	0.282111	2.414080	0.254389	0.373877	0.359696	0.034348	0.008862	0.028735	0.069022	0.368732	0.483202	0.451988	0.039190	5.229180	2.253090	0.142791	0.122348	0.003714
expr::ERCC2	8.112670	7.356660	14.770900	9.596010	8.098080	6.928010	11.493200	8.160050	10.018000	7.628510	13.005500	14.501700	12.661300	11.399100	6.953000	8.137790	9.160160	6.650500	5.856400	6.079580	8.709470	39.102200	20.124100	12.047600	13.719900	9.429440	8.136830	6.482050	5.027030	7.333130	8.546420	7.784730	9.180940	13.548900	5.184560	3.662750	6.428730	9.549810	5.603310	4.906130	5.927710	8.058230	9.281040	9.398100	5.395170	11.054300	12.258800	4.364060	4.046560	7.049080	4.368890	17.435800	12.911700	10.707200	11.445300	8.752990	12.399600	8.610580	12.988900	7.340960	6.051500	5.465520	7.189990	29.575400	16.449000	13.815800	10.142500	3.428450
expr::ERG	28.744300	23.123600	3.635680	51.242800	20.583700	29.421500	7.667470	1.525180	1.639710	2.053060	1.157770	1.418410	2.380270	1.933070	1.873660	1.924020	1.406650	2.181850	2.842090	2.697280	24.367000	0.057876	0.011288	10.321600	15.821600	5.271980	4.487860	2.936900	1.179940	2.482210	7.738900	3.863900	7.523610	14.916400	4.608530	4.332870	5.212210	11.081000	1.493520	0.820935	1.855590	10.556900	26.151500	3.667960	2.920130	12.432800	5.406860	1.115360	0.473791	1.724130	1.067840	2.802330	7.728750	4.280640	5.635350	6.763720	2.647490	4.798590	28.922600	3.794450	3.291330	1.568650	4.210720	2.437590	15.255900	19.977100	8.779890	0.453923
expr::ERRFI1	177.187000	145.323000	23.744100	222.511000	164.037000	311.652000	105.437000	9.066330	12.615000	10.672500	39.728200	38.486700	15.540400	17.656000	9.265920	12.023900	12.358300	9.591570	24.317000	10.927100	158.421000	88.273600	1.327720	100.006000	74.907800	74.356700	40.795600	35.910100	26.255000	56.763000	241.066000	38.860000	300.161000	131.152000	23.892900	6.691060	41.798500	30.195900	233.601000	183.489000	163.239000	143.660000	106.325000	85.116900	64.894000	87.649000	216.551000	161.888000	231.140000	197.554000	197.694000	135.170000	69.588500	132.891000	136.472000	46.857100	21.987300	38.424700	8.772160	72.550900	102.066000	35.575800	321.229000	26.806600	121.085000	76.865300	93.093600	0.948475
expr::ESR1	2.096950	1.623540	1.095710	2.846060	2.632720	2.905610	2.109160	0.116173	0.123167	0.141424	0.850854	1.325220	0.219839	0.148662	0.121327	0.444957	0.197663	0.089023	0.204618	0.117722	5.598960	0.321844	0.134084	60.529700	101.479000	0.544934	0.384826	0.230599	0.166044	0.220472	0.894634	0.305432	0.717910	52.892000	0.720228	0.309394	0.781314	1.059650	3.660310	0.763824	0.833467	1.660140	1.849300	0.573104	0.610311	2.167450	7.901670	0.238282	0.124725	1.854780	0.181044	5.912650	4.896800	0.850678	0.745129	0.565636	0.929536	0.402074	1.437500	0.320608	0.220790	0.095668	0.352188	2.784730	2.627640	65.750200	45.865300	0.122761
expr::ETV6	25.490700	13.198500	10.280500	29.927100	26.101000	45.218700	22.212200	1.895660	2.551860	2.323530	0.810772	1.040730	3.702280	3.782870	2.040930	2.456840	1.900570	2.146430	3.775300	2.623150	27.477200	7.737770	29.893200	12.468600	14.332900	23.211300	17.319600	16.144700	15.363400	20.592000	15.117900	11.784500	17.711800	18.211700	4.147730	3.270480	6.578620	8.983310	4.543550	5.073070	5.400600	35.675500	25.824900	44.218600	3.258440	14.244700	8.510820	5.499670	5.317040	6.192080	5.186780	8.377370	21.178100	23.614200	35.539100	19.954000	32.888300	18.751300	27.597200	8.684840	8.744660	5.275000	17.015600	7.270180	16.232400	14.220500	13.811400	26.022100
expr::EWSR1	169.724000	156.096000	177.757000	187.507000	178.439000	186.797000	187.762000	75.990600	84.361000	89.851800	276.605000	246.944000	94.798400	114.639000	75.748100	90.805200	92.162600	76.261400	106.112000	80.277800	176.116000	234.547000	307.130000	215.671000	257.962000	176.151000	156.156000	130.081000	118.519000	154.759000	175.576000	149.212000	169.216000	249.211000	87.121300	64.109700	80.434900	169.195000	78.316200	82.876000	80.189800	199.475000	199.321000	141.569000	96.054400	220.883000	232.970000	71.097700	81.291200	123.417000	72.162800	189.481000	214.250000	164.299000	164.572000	195.100000	265.120000	178.405000	272.646000	125.320000	113.187000	81.405300	162.199000	274.838000	236.904000	251.577000	192.264000	109.227000
expr::EZH2	3.068900	2.443840	2.154490	1.634350	2.019580	1.209430	1.910280	0.570434	0.582021	0.646649	6.535330	6.382150	0.847043	0.730917	0.642050	0.612183	0.714932	0.569519	1.005650	0.597112	3.317920	11.813600	48.762200	7.235610	4.387830	1.278680	6.067550	7.924830	10.461700	1.677590	1.274730	13.389800	1.151890	2.911220	0.931005	0.662823	1.296520	2.804980	1.869030	2.354340	1.698760	4.535790	5.845620	4.312160	1.756650	3.870100	4.899760	2.658590	3.236100	1.157080	2.763740	1.277040	2.995030	12.767800	12.677700	7.867570	12.957200	10.514000	8.592650	2.834520	3.422760	3.007250	1.215150	34.273500	2.277600	3.645260	7.987590	2.003480
expr::EZR	50.690400	126.337000	281.621000	53.054800	73.546200	81.430900	184.847000	89.702500	86.982900	104.637000	7.794360	10.249200	86.331900	76.117500	55.208600	51.234800	81.595800	75.990000	46.272900	50.650400	60.707700	50.548700	299.227000	124.676000	61.690900	65.034500	124.182000	212.927000	202.213000	64.138800	150.641000	358.238000	154.810000	79.754100	111.427000	69.224000	108.787000	100.487000	31.717100	27.614200	33.591200	307.257000	320.176000	116.954000	31.886500	163.323000	91.312500	57.630300	44.281900	64.297900	57.160300	82.866700	136.017000	305.095000	307.054000	248.673000	320.638000	295.982000	130.869000	223.395000	261.254000	281.714000	55.989600	120.575000	221.929000	63.379800	195.362000	63.258700
expr::FAT1	15.888700	9.324390	0.859555	26.596600	19.646500	31.619300	14.692700	5.176840	5.879580	6.548270	8.249260	11.770300	6.335210	5.329410	3.700740	4.573690	6.554500	4.491070	6.751680	5.103990	14.005600	53.194400	0.068000	10.524000	13.214200	24.104800	25.746800	25.041100	20.413500	15.334300	15.478100	7.990920	22.988200	11.836200	8.890690	5.092790	13.920300	16.611100	3.876550	3.324270	4.898260	8.720700	14.798800	16.479400	0.948671	26.863000	10.688100	6.887400	3.816120	12.835100	4.511890	10.019300	15.601600	15.342200	20.963400	21.992300	1.166090	19.509000	1.135180	8.855930	6.946120	4.663850	6.522560	8.962300	13.895700	16.046800	11.291700	0.032422
expr::FBXW7	10.222900	8.806150	4.845180	7.777310	9.274610	9.042860	8.137360	18.612500	32.871400	6.068130	43.860400	37.754200	40.058400	52.409900	14.252800	8.960050	7.142590	5.700710	6.614400	5.270580	11.029900	8.196110	39.265400	11.133500	10.566300	8.200180	7.357500	6.359240	6.197540	6.193350	8.120310	10.703700	8.301120	11.320300	6.764370	7.914080	3.151760	4.786810	4.035390	4.628100	3.704620	12.825300	12.393100	10.005600	9.843630	16.605900	9.313360	4.356120	5.508330	10.226700	4.182540	9.590390	8.679950	44.326500	42.271000	9.102600	17.915000	11.635100	15.830800	7.917610	7.976710	6.960610	7.384240	16.402600	10.155200	10.639300	11.548300	3.827990
expr::FGFR1	88.182600	81.538800	7.995150	126.885000	102.229000	117.006000	79.138900	12.392800	14.104100	11.400000	104.997000	107.524000	14.579400	14.110900	11.733600	18.493900	11.428400	9.182570	23.268800	13.913200	83.262700	77.366600	4.708370	81.501800	86.703200	96.620400	42.323500	18.327900	3.954000	82.377500	95.314400	14.963000	92.779900	127.241000	43.039700	23.804800	15.759200	28.059700	2.385040	0.933187	1.425880	25.987800	52.862700	25.280500	9.453260	98.592100	124.226000	37.129100	34.687100	44.402900	31.995300	60.993500	59.402200	24.839000	29.602100	27.782500	23.193700	19.415000	9.387540	13.582500	18.733900	2.870140	69.591000	27.144200	40.251800	99.025200	64.492100	1.545460
expr::FGFR2	2.876140	0.605509	9.171490	2.846150	1.408120	8.693590	11.517000	12.907800	10.443800	15.184700	9.678970	19.532000	14.209700	13.973500	15.960400	8.575840	10.507300	17.838600	89.512600	23.639900	5.282580	0.035137	0.018983	14.986300	19.395000	25.655500	11.791600	10.937000	6.836960	31.326100	9.522130	9.422300	14.378900	15.081000	0.810626	0.056072	4.791750	9.899750	5.185300	2.077910	3.123700	27.656000	4.822560	16.645500	0.040489	3.108140	10.362100	5.184850	4.656960	1.356510	4.410570	3.445790	13.567200	25.173200	28.320900	3.822760	1.480570	2.931540	0.196786	3.575560	3.471500	1.932780	7.837830	3.891800	20.590000	29.881600	14.996200	0.031864
expr::FGFR3	1.452630	2.486030	1.952550	1.169280	2.093040	2.192290	38.150900	115.316000	113.768000	153.774000	32.706200	62.992600	117.089000	90.332400	54.566900	57.996400	147.427000	107.832000	28.007900	76.548300	2.784200	0.613802	0.177556	68.267100	5.598780	1.176180	17.642500	29.001400	36.154300	2.530870	1.486840	199.905000	1.201160	4.769030	4.178830	1.960910	23.262200	48.729700	26.660100	17.707300	15.034200	60.218500	15.092900	9.761170	0.344041	4.410480	0.807947	49.576200	59.393300	15.038900	40.862600	24.297400	17.042800	376.473000	369.407000	14.385000	1.302720	19.301300	6.844420	7.679040	8.387010	9.011890	0.964082	41.296000	3.457110	3.413050	116.478000	0.148568
expr::FGFR4	0.555758	1.394810	13.819400	0.443390	0.890504	0.340751	7.306040	0.769455	0.840990	0.707687	7.650450	8.715150	1.255390	0.953431	0.614290	0.927862	0.748345	0.663944	0.577600	0.471686	1.865070	0.508951	2.211310	3.790480	7.767330	4.177100	22.937800	30.354800	32.840600	6.590230	3.484660	3.609120	3.309040	6.146500	1.447150	0.629521	33.049200	26.194500	50.574900	44.155100	40.965800	68.623000	110.703000	0.729700	2.060250	5.310310	46.007300	16.940200	19.216700	16.440700	17.490700	3.307140	6.044280	2.009890	2.388200	29.311200	11.885000	22.696900	35.334600	9.005230	7.940400	6.928970	4.188340	12.373200	1.686680	5.224470	4.674690	0.317308
expr::FH	30.744600	28.224000	50.220900	28.165900	29.997700	33.118200	34.099400	17.437800	22.729200	20.973500	40.237200	34.288100	24.480400	30.536300	17.812400	21.863200	25.281500	18.073100	21.445800	19.288700	29.972000	74.957400	80.811700	29.812900	32.912400	41.168200	41.842100	46.099300	39.975100	32.697600	37.752000	34.014900	43.494800	33.852500	53.410300	63.484100	26.225500	36.639100	55.820900	53.553100	69.757300	30.407200	26.178000	28.951600	61.697100	33.639900	26.303800	11.641800	10.374300	19.824000	11.931900	28.950100	23.940900	30.841700	32.431400	33.881600	24.564300	32.746500	25.610600	32.170700	32.470000	28.411600	26.598900	48.035200	30.438900	35.692100	31.787400	6.854610
expr::FIP1L1	38.182700	31.465300	30.481500	44.274000	38.146700	46.362300	40.965000	15.234200	16.892800	15.622600	33.192400	27.144200	18.790200	23.312100	14.284100	18.258000	17.996100	13.172600	22.291600	16.196200	36.122500	72.152500	84.843300	42.827200	49.964900	27.822200	26.494000	20.659100	15.301100	15.792000	28.586600	29.597600	27.782200	42.278000	16.293300	11.136100	12.920800	26.798600	9.633650	8.054700	9.006670	19.214700	35.840500	27.726900	22.038300	42.626000	56.291600	9.257300	6.014970	12.964900	8.012800	26.895100	29.878400	34.298100	36.365700	29.441800	36.466100	26.746700	34.894600	21.415300	18.446000	11.950800	18.755600	78.790400	37.209800	46.485400	38.789300	17.368100
expr::FLI1	41.253100	30.545300	4.736430	10.388100	19.307600	9.611920	11.435100	3.339210	3.142050	3.830800	2.012460	2.559850	3.618650	3.235610	3.953760	4.442880	2.869060	3.653370	8.808510	5.897960	28.368800	9.638940	41.818200	13.682000	19.153300	9.221900	9.082250	6.941650	5.028720	5.753480	12.730300	5.131960	13.344700	19.638500	8.620060	6.806990	5.154460	11.447800	2.355550	1.233330	2.132820	24.450100	45.354800	8.608650	3.791960	20.982400	5.646930	1.648050	0.969624	1.931010	1.558380	4.181710	9.940920	6.508230	8.586280	19.377500	63.753000	26.503600	99.018200	5.853290	4.821300	2.730110	7.654910	2.588540	20.965600	24.305400	12.633300	39.823700
expr::FLT3	0.553269	0.385465	0.204664	0.294496	0.505020	0.304014	0.420175	0.129968	0.900354	0.114180	21.727700	20.121200	0.982397	1.173710	0.217729	0.952092	0.091210	0.100894	3.441250	0.550970	0.382746	0.000000	0.418018	0.389672	0.371126	0.426905	0.663419	0.834307	0.905256	0.498455	0.219153	0.398948	0.228891	0.505685	0.062590	0.058028	0.177952	0.050672	0.076997	0.034840	0.068722	6.314750	1.569210	0.607993	0.038504	0.696857	0.072053	1.891990	1.577980	0.967536	1.908540	0.077334	0.300017	0.580820	0.574026	2.092900	13.031700	3.915280	5.715140	0.277271	0.347959	0.217132	0.421535	2.839290	0.211920	0.279834	0.294755	3.803700
expr::FN1	182.838000	84.293000	30.623600	3900.210000	2936.140000	2279.910000	459.350000	14.989300	15.224700	26.137700	9.017600	10.980500	16.249800	16.190200	19.434500	15.608900	17.916000	24.529900	22.277600	23.350000	93.119500	21268.400000	2.049400	85.885100	167.407000	607.124000	198.213000	107.361000	10.997300	348.292000	599.532000	62.585700	891.306000	355.476000	250.331000	42.144000	25.489200	78.359600	231.420000	199.846000	281.331000	248.249000	946.589000	52.650200	14.229100	299.093000	125.468000	9.868090	5.512710	13.519900	11.975700	19.896100	110.270000	39.046000	56.368000	53.642000	5.685100	30.733500	12.837500	58.186000	64.298900	8.388240	266.865000	19.107600	54.110000	181.033000	100.369000	1.354090
expr::FOXA1	0.049147	0.036236	0.084632	0.070990	0.047873	0.073117	5.072570	0.012586	0.010865	0.013995	0.000000	0.017611	0.014815	0.012098	0.021590	0.053108	0.011991	0.010195	0.015111	0.872143	9.949020	0.033110	0.019810	2.072820	0.058712	0.068673	10.224100	17.879800	18.920300	0.947647	0.051042	12.870900	0.049340	0.086991	0.013494	0.008464	0.022442	0.049592	13.190200	18.009100	15.952600	12.893700	6.213320	20.629300	0.009984	0.061881	0.072447	0.220564	0.159162	0.130597	0.146269	0.768146	67.669800	0.842637	1.440200	3.207930	0.104667	3.771100	0.021244	26.946000	33.059600	37.475500	0.128991	0.916308	0.066473	0.060012	6.060880	0.000000
expr::FOXL2	0.015991	0.030320	3.162300	0.051407	0.088875	0.102506	0.021544	0.290884	0.332305	0.412089	0.244332	0.396365	0.527943	0.448812	0.376995	0.394212	0.297446	0.418537	0.454163	0.609049	0.034695	0.740394	0.000000	10.166600	33.585300	0.017461	0.008880	0.000000	0.009123	0.012222	0.027819	0.076459	0.032613	30.190500	0.000000	0.009612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018152	0.011685	0.013950	104.126000	0.103969	0.130183	0.000000	0.120578	19.023300	0.095797	0.155186	0.071898	0.000000	0.031990	0.000000	0.010185	0.000000	0.000000	0.000000	0.000000	2.064720	0.051228	8.658080	4.213890	0.000000
expr::FOXO1	62.330100	47.184000	12.259400	32.446200	35.002100	29.996200	27.216800	5.938060	4.465850	10.040400	2.428300	2.797690	5.336030	4.599850	4.626750	4.878850	12.450400	7.699450	9.242040	5.186090	48.006000	19.181200	11.976800	35.953300	46.090400	25.405300	17.052200	13.111900	11.061900	15.211900	30.400700	10.744800	34.326100	51.178100	13.104200	5.582770	7.516650	8.224920	8.904580	7.953920	7.544550	22.891200	36.765400	15.381000	67.017200	110.546000	113.391000	7.832300	7.565220	18.330300	7.641540	13.974300	19.765000	27.771000	30.062400	19.301300	33.535100	16.919600	19.547800	10.115700	10.536400	5.267250	22.491700	16.529900	37.094700	74.016800	35.388600	5.655060
expr::FOXP1	10.095800	7.596370	1.624750	19.014800	12.348800	18.050900	12.535500	1.517540	2.584510	5.649430	2.587250	2.265530	3.727630	4.644250	1.896170	1.588180	5.949580	4.746320	2.345190	1.747900	9.073960	3.780620	0.195474	6.521640	7.430770	17.600800	8.938000	7.143950	4.696540	12.899000	20.347600	5.983960	21.915600	8.401730	3.174520	1.817840	2.012780	3.935700	2.101260	1.881020	2.033010	7.631460	12.511500	9.747770	1.543910	8.600710	15.447100	2.419440	2.305260	3.126130	2.117080	5.660310	12.710100	5.314430	6.253480	8.399890	12.660500	7.547940	6.475090	7.159290	7.064320	5.273430	11.870300	4.657570	10.429200	10.866200	9.247120	4.607200
expr::FUBP1	43.286700	37.571300	36.169900	47.105000	45.489500	48.237300	42.209700	12.215400	14.174400	13.707200	63.182500	66.345500	17.641100	17.907200	12.105500	17.471300	15.833800	10.636100	20.585500	13.455500	45.375800	44.757900	88.776000	49.035400	68.012000	43.012600	34.804900	19.535700	19.262500	23.057500	42.612100	27.364400	38.893700	68.470000	19.883300	13.746000	18.557500	38.172700	9.707780	8.046180	7.462920	46.928300	57.438400	41.656900	18.364600	71.693900	97.719300	17.583500	15.490600	27.177100	13.654300	61.531700	47.607200	35.846500	36.898600	42.723500	73.687200	36.066100	47.035500	27.942000	21.490700	15.041600	24.183800	31.478300	81.309700	76.251200	51.287500	7.690930
expr::FUS	211.127000	227.402000	141.794000	232.115000	226.979000	226.192000	267.588000	100.763000	119.187000	128.163000	443.793000	405.950000	142.303000	155.855000	110.750000	142.518000	140.923000	114.141000	157.828000	114.718000	241.852000	319.105000	454.841000	348.755000	469.964000	213.768000	184.917000	156.434000	117.104000	191.993000	202.013000	170.725000	179.129000	407.909000	102.182000	73.798200	107.828000	246.966000	58.259000	45.503200	52.595600	232.896000	240.680000	176.246000	119.785000	367.718000	530.519000	70.538800	61.103400	127.932000	65.977700	246.533000	240.272000	207.497000	206.626000	237.563000	374.033000	221.261000	348.246000	140.872000	119.875000	76.787700	171.644000	390.726000	316.698000	406.438000	264.514000	90.230300
expr::GAPDH	1159.340000	974.748000	1246.850000	2838.530000	2123.890000	2123.960000	1937.840000	1400.450000	1681.220000	1469.750000	1737.370000	1617.430000	1969.920000	2303.900000	1210.580000	1667.560000	1612.330000	1293.280000	1920.900000	1586.440000	996.910000	6790.930000	8886.820000	1623.200000	1078.640000	1494.050000	1354.470000	1286.220000	925.948000	904.518000	1786.350000	2253.600000	1941.850000	1457.160000	2079.230000	2052.960000	1122.690000	1140.380000	668.983000	701.991000	973.917000	679.887000	1178.500000	1308.600000	7883.430000	1541.730000	1149.510000	199.384000	156.593000	751.650000	226.883000	1242.390000	1053.130000	1273.100000	1526.390000	1229.970000	757.637000	1197.160000	1036.240000	747.198000	608.733000	372.598000	1077.990000	791.695000	1124.390000	1201.450000	1668.950000	2789.470000
